date,beta,market_cap,momentum,vol10
2013/08/16,0.01307228176375014,-0.00250384645461488,-0.0009450047268289351,-0.005430683834130829
2013/08/23,0.004139596554334259,0.002290265769191658,-0.003018103793760275,0.0043595172486033664
2013/08/30,0.022468003658711246,-0.003591845590868886,0.0055784552625901115,-0.010995890572279439
2013/09/06,0.013034126991217995,0.0031914625291924363,0.0028644162887862578,0.006692253677773592
2013/09/13,0.0025227883504653184,-0.003108781530940674,0.003214246682230998,0.008784143298011008
2013/09/20,0.007542436259912461,-0.001003081593133079,0.001076688526153706,0.003888771287497183
2013/09/27,0.011309703878000734,0.0033195906677904153,-0.004065527598851018,-0.0048832793124734255
2013/10/04,0.028987607372308623,0.006392164959134699,0.004736132631617028,-0.0012217986802595243
2013/10/11,-0.012475797859537414,-0.0075530624063960715,-0.0032916650390164364,-0.00024835125136876674
2013/10/18,-0.00250904298089467,0.0064185159636872165,0.002621073113207619,0.005811323726160962
2013/10/25,0.0012263086223922785,-0.00799189462747684,0.002491299150436213,-0.0018388694464361256
2013/11/01,-0.007593716620116045,-0.0001330099335020494,0.008517249617969508,-0.002924379158201412
2013/11/08,-0.0023465177970508145,0.0021843087930886124,-0.0011664224914461562,0.0001436192235141416
2013/11/15,0.0183851207331689,-0.001703471002893485,0.005591479857219468,-0.0007427016785438074
2013/11/22,0.002807335732192485,-0.0032882758033795593,-0.001888550435591587,-0.004663355783312623
2013/11/29,0.011639914946705613,0.0029680007253605665,-0.008809681208252233,0.00013994348210250173
2013/12/06,-0.002357260330320893,0.006507828925007505,0.006208945991167111,-0.005076609799809419
2013/12/13,0.0016244811435783112,0.0009484014936211501,0.0028875442098688486,-0.007813018959759483
2013/12/20,-0.0037848022411708184,0.005002523736110464,-0.0022434421866061507,0.015219697162340728
2013/12/27,0.017324667354021297,-1.2859595662798353e-05,0.0011967900345855194,0.009468357838828458
2014/01/03,0.023441165785021603,-0.003229290099971408,0.0010775299615029047,-0.004800989317651281
2014/01/10,0.07225579927975628,0.0013361456660232805,0.01339518833932343,-0.0008698031885711402
2014/01/17,0.02617213296168727,0.0007174185484128632,-0.002389521060586603,-0.006412188715918686
2014/01/24,0.004998666623799956,-0.008457655328068674,-0.004635756870834357,-0.014497038440331437
2014/01/31,0.008699315694543878,0.0047661692429244815,0.007042542449753918,-0.007536989064084626
2014/02/07,0.008571980901297738,-0.0032892407916178925,0.013633926220654931,-0.003997507827542289
2014/02/14,-0.002377323257008601,-0.0014255257187625893,-0.002182257127959853,0.009583232508439893
2014/02/21,0.01531249591685019,0.0039152032005271755,-0.0016620645610373286,-0.0009368427190376104
2014/02/28,0.013834277846323427,-0.0010878457298858653,0.0025073896823479924,0.008863588734850969
2014/03/07,0.04325994871051545,0.0025231229385084455,0.0011232357303544772,-0.0017494448654018712
2014/03/14,0.014865187156901901,-0.002468224929800264,-0.0006799276968579446,-0.10458040312779825
2014/03/21,0.011004680239989266,-0.005378718539161763,0.0013125656777738348,0.00905580853559013
2014/03/28,-0.03740983781050396,-0.0020722197184345568,0.007514462507137996,-0.03381136929904274
