1396924D
CVC
CVEO
CVG
CVGI
CVGW
CVS
CVX
CXO
CXP
CXW
CY
CYH
CYS
CYTK
CYTR
CZR
D
DAL
DAN
DAR
DATA
DBD
DCI
DCT
DD
DDD
DDR
DDS
DE
DECK
DEI
DENN
DEPO
DF
DFRG
DFS
DFT
DG
DGI
DGX
DHI
DHR
DHT
DHX
DIS
DISCA
DISCK
DISH
DK
DKS
DLPH
DLR
DLTR
DNKN
DNOW
DNR
DO
DOC
DOV
DOW
DOX
DPLO
DPS
DPZ
DRE
DRH
DRI
DRII
DS
DSW
DTE
DUK
DV
DVA
DVAX
DVN
DWA
DX
DXCM
DY
DYAX
DYN
EA
EAT
EBAY
EBS
ECHO
ECL
ECR
ECYT
ED
EDR
EFX
EGHT
EGN
EGRX
EGY
EIGI
EIX
EL
ELGX
ELLI
ELNK
ELS
ELY
EMC
EMKR
EMN
EMR
ENDP
ENLC
ENOC
ENPH
ENR
ENSG
ENZN
EOG
EOXLQ
EPC
EPE
EPR
EPZM
EQC
EQIX
EQR
EQT
EQY
EROS
ES
ESINQ
ESPR
ESRT
ESRX
ESS
ESV
ETFC
ETN
ETR
ETSY
EV
EVC
EVER
EVHC
EVRI
EW
EWBC
EXAM
EXAS
EXC
EXEL
EXP
EXPD
EXPE
EXPR
EXR
EXTN
EXTR
EXXIQ
EYES
EZPW
F
FAF
FANG
FAST
FB
FBHS
FBP
FCE/A
FCEL
FCF
FCH
FCS
FCX
FDC
FDS
FDX
FE
FET
FEYE
FFBC
FFIV
FHN
FI
FII
FINL
FIS
FISV
FIT
FITB
FIVE
FIVN
FL
FLIR
FLO
FLR
FLS
FLT
FLWS
FMBI
FMC
FMER
FMSA
FNB
FNF
FNFG
FNFV
FNSR
FOE
FOLD
FOSL
FOX
FOXA
FPO
FPRX
FR
FRAN
FRC
FRGI
FRO
FRPT
FRSH
FRT
FSC
FSLR
FSP
FTI
FTK
FTNT
FTR
FUEL
FULT
FWMHQ
FXCM
G
GAS
GATX
GBCI
GBX
GCI
GD
GDDY
GDOT
GDPMQ
GE
GEN
GEO
GERN
GES
GGP
GHL
GIG
GIII
GILD
GIS
GLBL
GLDD
GLF
GLNG
GLOB
GLOG
GLPI
GLUU
GLW
GM
GMCR
GME
GMED
GNC
GNL
GNRC
GNTX
GNW
GOOG
GOOGL
GORO
GOV
GPC
GPK
GPN
GPOR
GPRE
GPRO
GPS
GPT
GRA
GRMN
GRPN
GRUB
GS
GSAT
GSIH
GSM
GSS
GST
GT
GTATQ
GTE
GTLS
GTN
GWB
GWR
GWRE
GWW
GXP
H
HA
HAIN
HAL
HALO
HAR
HAS
HBAN
HBHC
HBI
HCA
HCN
HCP
HCSG
HD
HDP
HDS
HEES
HES
HF
HFC
HIG
HIW
HL
HLF
HLIT
HLS
HLT
HLX
HMHC
HMSY
HNT
HOG
HOLX
HOMB
HON
HOPE
HOS
HOT
HOV
HP
HPE
HPP
HPQ
HPT
HPY
HQY
HR
HRB
HRC
HRG
HRL
HRS
HRTX
HSC
HSIC
HSNI
HST
HSY
HT
HTA
HTGC
HTLD
HTS
HTZ
HUBB
HUM
HUN
HW
HXL
HYH
HZNP
IAC
IART
IBKR
IBM
ICE
ICON
IDCC
IDRA
IDTI
IDXX
IEX
IGT
ILG
ILMN
IM
IMAX
IMGN
IMMU
IMS
INCR
INCY
INFI
INFN
INGR
INN
INO
INOV
INSM
INSY
INTC
INTU
INVA
INVN
IONS
IP
IPG
IPHI
IPI
IPXL
IQNT
IR
IRC
IRDM
IRET
IRM
IRWD
ISBC
ISIL
ISLE
ITC
ITT
ITW
IVR
IVZ
JACK
JAH
JAZZ
JBHT
JBL
JBLU
JCI
JCOM
JCP
JEC
JIVE
JKHY
JNJ
JNPR
JNS
JOY
JPM
JUNO
JWN
K
KAR
KATE
KBH
KBR
KEGXQ
KEM
KERX
KEX
KEY
KEYS
KHC
KIM
KING
KITE
KKD
KLAC
KLIC
KLXI
KMB
KMI
KMT
KMX
KN
KND
KNX
KO
KOPN
KORS
KOS
KPTI
KR
KRA
KRC
KRG
KRNY
KRO
KS
KSS
KSU
KTOS
KW
KWKAQ
L
LAMR
LAZ
LB
LBTYA
LBTYK
LC
LCI
LDOS
LDRH
LEA
LECO
LEG
LEN
LF
LGF/A
LGIH
LH
LHO
LITE
LKQ
LL
LLL
LLNW
LLTC
LLY
LM
LMT
LNC
LNCE
LNG
LNKD
LNT
LOCK
LOCO
LOW
LPI
LPLA
LPNT
LPSN
LPT
LPX
LQ
LQDT
LRCX
LSCC
LSTR
LTRPA
LUK
LULU
LUV
LVLT
LVNTA
LVS
LXK
LXP
LXRX
LXU
LYB
LYV
LZB
M
MA
MAA
MAC
MACK
MAN
MANH
MAR
MAS
MASI
MAT
MATN
MBFI
MBI
MCC
MCD
MCHP
MCK
MCO
MCPIQ
MD
MDAS
MDC
MDCO
MDLZ
MDR
MDRX
MDSO
MDT
MDU
MDVN
MDWCQ
MDXG
MEET
MEG
MEIP
MENT
MET
MFA
MFRM
MGI
MGM
MHK
MHLD
MHRCQ
MIC
MIDD
MIFI
MIK
MILLQ
MITK
MITT
MJN
MKC
MKTX
MLHR
MLM
MMC
MMM
MMS
MNK
MNKD
MNST
MNTA
MO
MOBL
MOH
MON
MORE
MOS
MPC
MPW
MRC
MRD
MRK
MRO
MRVL
MS
MSCC
MSCI
MSFT
MSGN
MSI
MTB
MTCH
MTDR
MTG
MTGE
MTOR
MTSI
MTSN
MTW
MTZ
MU
MUR
MUX
MW
MWA
MWW
MXIM
MXL
MXWL
MYCC
MYGN
MYL
NAME
NAT
NAV
NAVB
NAVI
NBIX
NBL
NBR
NCLH
NCR
NDAQ
NDSN
NE
NEE
NEM
NEO
NESC
NFG
NFLX
NFX
NHTC
NI
NJR
NK
NKE
NKTR
NLNK
NLSN
NLY
NM
NMBL
NMFC
NNN
NOC
NOG
NOV
NOW
NPBC
NPTN
NR
NRE
NRF
NRG
NRZ
NSAM
NSC
NSM
NSR
NTAP
NTCT
NTLS
NTRA
NTRI
NTRS
NUAN
NUE
NUS
NUVA
NVAX
NVCR
NVDA
NVIV
NWBI
NWBO
NWL
NWS
NWSA
NXST
NXTM
NYCB
NYLD
NYLD/A
NYMT
NYMX
NYRT
NYT
O
OAS
OC
OCAT
OCLR
OCN
ODFL
ODP
OESX
OFC
OFG
OGE
OGXI
OHI
OHRP
OI
OII
OIS
OKE
OLED
OLN
OMC
OMCL
OMER
OMF
OMI
ON
ONB
ONDK
ONVO
OPHT
OPK
OPWR
ORBC
ORC
ORCL
ORI
ORLY
OSK
OSUR
OUT
OUTR
OVAS
OVTI
OXY
OZRK
P
PACB
PACW
PAG
PAH
PANW
PAY
PAYC
PAYX
PB
PBCT
PBF
PBI
PBY
PBYI
PCAR
PCG
PCL
PCLN
PCP
PCRX
PDCE
PDCO
PDLI
PDM
PE
PEB
PEG
PEGI
PEI
PEIX
PENN
PEP
PES
PETX
PF
PFE
PFG
PFMT
PFPT
PG
PGNX
PGR
PGRE
PH
PHH
PHM
PII
PIR
PKD
PKG
PKI
PLAB
PLAY
PLCE
PLCM
PLD
PLUG
PLX
PM
PMC
PMCS
PMT
PMTS
PN
PNC
PNM
PNNT
PNR
PNRA
PNW
PNY
PODD
POL
POM
POR
POST
POZN
PPC
PPG
PPHM
PPL
PPS
PRAA
PRAH
PRGO
PRTY
PRU
PRXL
PSA
PSEC
PSGLQ
PSTG
PSUNQ
PSX
PTC
PTCT
PTEN
PTLA
PVAHQ
PVH
PVTB
PWR
PX
PXD
PYPL
PZZA
Q
QCOM
QEP
QGEN
QLGC
QLIK
QRVO
QSII
QSR
QTM
QUOT
QVCA
R
RAD
RAI
RARE
RAS
RATE
RAX
RCAPQ
RCII
RCL
RDC
RDN
RDUS
REG
REGI
REGN
RES
RESI
REXI
REXR
REXX
RF
RFP
RGC
RGEN
RGLD
RGLS
RGS
RH
RHI
RHT
RICE
RIG
RJETQ
RJF
RKUS
RL
RLGY
RLJ
RLYP
RMBS
RMD
RNG
ROIC
ROK
ROL
ROST
ROVI
RPAI
RPM
RPRX
RPT
RPTP
RPXC
RRC
RRD
RS
RSG
RSO
RSPP
RT
RTK
RTN
RTRX
RUBI
RUN
RWT
RXN
RYAM
RYN
S
SAAS
SABR
SAFM
SAH
SAIC
SALE
SANM
SAVE
SB
SBAC
SBGI
SBH
SBNY
SBRA
SBUX
SC
SCCO
SCG
SCHN
SCHW
SCI
SCLN
SCMP
SCOR
SCS
SCSS
SCTY
SD
SDRL
SE
SEAS
SEE
SEIC
SEM
SEMG
SERV
SF
SFL
SFM
SFXEQ
SFYWQ
SGEN
SGMO
SGMS
SGNT
SGY
SGYP
SHAK
SHLD
SHO
SHOO
SHOR
SHW
SIEN
SIG
SIGA
SIGM
SIR
SIRI
SIVB
SIX
SJI
SJM
SKT
SKUL
SKX
SKYW
SLB
SLCA
SLG
SLH
SLM
SM
SMCI
SMTC
SN
SNDK
SNH
SNI
SNPS
SNR
SNV
SNX
SO
SOGCQ
SON
SONC
SONS
SPG
SPGI
SPLK
SPLS
SPN
SPNC
SPPI
SPR
SPRT
SPWR
SPXC
SQ
SQBG
SQNM
SRC
SRCL
SRE
SRNE
SRPT
SSEIQ
SSI
SSNC
SSP
SSYS
STAG
STAR
STAY
STE
STI
STJ
STL
STLD
STMP
STNG
STOR
STR
STRZA
STT
STWD
STX
STZ
SUM
SUNEQ
SUPN
SVU
SWC
SWFT
SWI
SWK
SWKS
SWN
SWX
SXC
SYA
SYF
SYK
SYMC
SYN
SYNA
SYRG
SYY
T
TACO
TAHO
TAP
TASR
TCB
TCBI
TCO
TCPC
TCPTF
TCS
TDC
TDS
TDW
TE
TEAM
TEN
TER
TERP
TEX
TFM
TFSL
TGH
TGI
TGNA
TGT
TGTX
THC
THLD
THO
THS
TICC
TIF
TILE
TIME
TIVO
TJX
TK
TKR
TLN
TLOG
TLRD
TMH
TMK
TMO
TMST
TMUS
TNK
TOL
TPH
TPLM
TPX
TRCO
TREE
TREX
TRGP
TRI
TRIP
TRMB
TRMK
TRN
TROW
TROX
TRST
TRTN
TRU
TRUE
TRV
TRVN
TRXC
TSCO
TSLA
TSN
TSO
TSRA
TSRO
TSS
TSYS
TTC
TTI
TTPH
TTS
TTWO
TUES
TUMI
TUP
TVIA
TVPT
TW
TWC
TWI
TWO
TWOU
TWTR
TWX
TXMD
TXN
TXRH
TXT
UBSI
UDFI
UDR
UE
UEC
UFS
UGI
UHS
UIS
ULTA
ULTR
UMPQ
USA
USB
USG
UTHR
UTIW
UTX
UUUU
V
VA
VAL
VAR
VC
VDSI
VECO
VEEV
VER
VFC
VG
VGR
VHC
VIAB
VIAV
VIVO
VLO
VLTC
VLY
VMC
VMEMQ
VMW
VNCE
VNDA
VNO
VNTV
VOYA
VR
VRA
VRNT
VRSK
VRSN
VRSZQ
VRTX
VSH
VSTM
VSTO
VTGDF
VTL
VTR
VVC
VVUS
VWR
VZ
W
WAB
WAFD
WAIR
WAL
WAT
WBA
WBC
WBS
WCC
WCG
WDAY
WDC
WDR
WEB
WEC
WEN
WERN
WETF
WFC
WFM
WFT
WHR
WIBC
WIN
WLB
WLK
WLL
WLTGQ
WM
WMB
WMC
WMGI
WMT
WNC
WNR
WOOF
WOR
WPC
WPG
WPX
WR
WRB
WRE
WRESQ
WRI
WRK
WSM
WTI
WTR
WTSLQ
WTW
WU
WWAV
WWD
WWE
WWW
WY
WYN
WYNN
X
XCO
XCRA
XEC
XEL
XHR
XL
XLNX
XNPT
XOM
XON
XONE
XPO
XRAY
XRX
XYL
YELP
YHOO
YRCW
YUM
Z
ZAGG
ZAYO
ZBH
ZBRA
ZEN
ZFGN
ZG
ZGNX
ZINCQ
ZION
ZIOP
ZIXI
ZLTQ
ZNGA
ZOES
ZQKSQ
ZTS
ZUMZ
