date,ticker,vol10,momentum,market_cap,beta
1/10/2014,X1255459D,0.542,0.016107382550335607,13110.7601,0.8612
1/10/2014,X1288453D,26.645,-0.06641426092443604,11706.943000000001,0.8529
1/10/2014,X1431816D,4.635,0.05224720571682846,5977.9483,1.421
1/10/2014,X1437361D,48.558,0.10698878343399484,1644.9896,0.9739
1/10/2014,X1455797D,46.065,0.3212747495464226,1575.646,1.2593
1/10/2014,X1477069D,26.936999999999998,0.06981171990691765,2850.7817,1.5333
1/10/2014,X9876543D,24.951999999999998,0.1844077961019489,1173.1704,1.2041
1/10/2014,X9876544D,21.77,-0.059716774745841396,4563.9998,1.0558
1/10/2014,X9876566D,11.92,0.09352923211843288,23111.5647,0.8468
1/10/2014,X9999900D,13.931,0.023626394638469602,5253.2014,0.8466
1/10/2014,AA,36.538000000000004,0.19904229390681008,10827.9223,1.2371
1/10/2014,AAN,16.239,0.0037806781856992585,2209.5606,0.9706
1/10/2014,ABC,9.051,0.2077852685935596,16410.4892,0.6634
1/10/2014,ABMD,30.369,0.16741527153940391,1184.7975,1.0552
1/10/2014,ACAD,31.239,0.16333666333666333,2192.6079,2.2328
1/10/2014,ACC,18.422,-0.21026244563389906,3546.8983,0.8287
1/10/2014,ACET,39.59,0.4547275949757263,658.0864,0.9787
1/10/2014,ACGL,26.31,0.061530133525802895,7426.3559,0.6579999999999999
1/10/2014,ACM,21.619,-0.1465491923641703,3005.783,1.449
1/10/2014,ACOR,32.492,-0.07395583931896783,1201.0904,0.9325
1/10/2014,ACRX,63.943000000000005,-0.21634615384615394,546.1683,1.3537
1/10/2014,ACXM,11.686,0.30152522487289796,2677.7618,1.0047
1/10/2014,ADBE,15.355,0.18119409194924072,29758.2927,0.9183
1/10/2014,ADP,14.120999999999999,0.1044845445017628,38682.5296,0.9894
1/10/2014,ADTN,32.459,-0.025674018619209656,1448.5829,1.1567
1/10/2014,AEE,16.361,0.005203175401781286,8861.0183,0.8308
1/10/2014,AEGR,87.045,-0.10340032865630126,1923.4881,0.9794
1/10/2014,AEIS,32.458,0.08321964529331523,956.0239,1.0834
1/10/2014,AEL,34.117,0.3482356240906407,1677.9848,1.2449
1/10/2014,AEO,18.362000000000002,-0.11851748910895869,2988.2416,1.252
1/10/2014,AF,15.220999999999998,0.1463638605232503,1373.2365,1.1589
1/10/2014,AFL,16.049,0.13022378347845512,30375.1049,1.0761
1/10/2014,AFOP,23.081999999999997,0.017942912761050367,275.7587,1.1288
1/10/2014,AGNC,12.672,-0.04391841383974651,7172.8941,0.8733
1/10/2014,AGO,13.707,0.0363946704472851,4258.0723,1.8104
1/10/2014,AHL,16.795,0.0530881016002146,2684.6738,0.8079999999999999
1/10/2014,AJRD,11.213,0.07818930041152253,1100.463,1.3097
1/10/2014,AL,25.084,0.11186255580815199,3255.1144,1.0237
1/10/2014,ALGN,28.973000000000003,0.2721769499417927,4876.1508,1.5849
1/10/2014,ALJ,25.204,0.024051796014905834,1141.4944,1.3757
1/10/2014,ALK,19.927,0.2766627312081857,5498.985,1.0795
1/10/2014,ALKS,39.299,0.2950930083386787,6172.085999999999,1.0741
1/10/2014,ALNY,31.28,0.3802435723951285,4199.7054,1.7008
1/10/2014,ALSN,19.287,0.1375545948342756,4953.3442,1.2161
1/10/2014,ALTR,12.197000000000001,-0.0838697134036593,10105.9152,1.1247
1/10/2014,ALV,17.563,0.14379426104079415,8781.8758,1.4034
1/10/2014,ALXN,19.116,0.10992243915485422,26511.2178,1.2618
1/10/2014,AMAG,95.985,0.08348056537102476,451.8989,1.4932
1/10/2014,AMBA,87.081,0.30801687763713076,826.9126,1.1617
1/10/2014,AMBC,17.823,-0.05324259407526028,1073.7603,1.9366
1/10/2014,AMCC,42.17,0.13677536231884074,802.8402,0.9111
1/10/2014,AMGN,24.985,0.051807670586836545,88979.3528,0.7857
1/10/2014,AMP,12.505999999999998,0.26802476026180944,22383.8506,1.3354
1/10/2014,AMRI,23.884,-0.08136882129277569,346.5205,1.1585
1/10/2014,AMTD,11.843,0.12862502133896273,17040.7538,1.2864
1/10/2014,AN,19.08,0.09611086276262845,6066.2477,1.0498
1/10/2014,ANAC,63.37,0.9498607242339834,757.4601,1.1947
1/10/2014,ANF,65.605,-0.2954947516035806,2841.2936,1.4783
1/10/2014,ANGO,26.089000000000002,0.25609756097560965,651.8404,0.8101
1/10/2014,ANIK,59.211000000000006,0.7651593011305241,502.5585,1.4088
1/10/2014,ANN,35.715,0.0506627393225331,1666.9276,1.0138
1/10/2014,AOBC,33.793,0.07259528130671514,838.8125,1.23
1/10/2014,AOS,10.247,0.34982180228341725,4792.0076,1.1141
1/10/2014,ARCB,23.087,0.4497173063663526,882.0283,1.3841
1/10/2014,AREX,29.895,-0.22720641867250183,771.4627,1.3711
1/10/2014,ARII,40.593,0.21591897061380635,939.5011,1.3718
1/10/2014,AROC,13.254000000000001,0.017839381583616087,2256.9985,1.6128
1/10/2014,ARR,16.639,-0.08413758262916839,1520.7111,0.7490000000000001
1/10/2014,ARRS,30.034000000000002,0.33506831489915423,3405.0885,1.065
1/10/2014,ARTC,75.54899999999999,0.017259978425026985,1319.0024,0.7746
1/10/2014,ARUN,32.347,0.011337868480725584,2076.9011,1.2763
1/10/2014,ARWR,70.303,1.9498207885304661,468.3738,1.5556
1/10/2014,ASB,12.210999999999999,0.04599842373002799,2802.0011,1.1783
1/10/2014,ASIA,2.023,0.0,873.409,0.9689
1/10/2014,ATO,17.95,0.026977722940904912,4166.7357,0.846
1/10/2014,ATR,15.953,0.09864756362960089,4481.3136,0.9825
1/10/2014,ATW,17.89,-0.08304271293073988,3327.1489,1.2841
1/10/2014,AUXL,33.626,0.14213766088416335,1121.4589,1.0425
1/10/2014,AVGO,12.729000000000001,0.18874181412846602,13266.8715,1.2031
1/10/2014,AVGTF,19.754,-0.187206020696143,945.7133,0.6447
1/10/2014,AVP,10.529000000000002,-0.23065338169796587,7287.323,1.4636
1/10/2014,AVT,22.701,0.10175415286230503,5956.8791,1.2546
1/10/2014,AVY,14.592,0.09907157098995725,4915.8138,1.0349
1/10/2014,AWH,16.959,0.18614290408258255,3663.1386,0.6622
1/10/2014,AWI,24.175,0.04600822653135759,3307.7212,1.4265
1/10/2014,AXL,25.741999999999997,0.01988781234064256,1509.7892,1.9013
1/10/2014,AXLL,18.253,0.018437407658065515,3148.2375,1.4505
1/10/2014,AXS,12.854000000000001,0.05429814965885494,5292.6242,0.7584
1/10/2014,AYI,72.362,0.17482031873893275,5712.3332,1.1915
1/10/2014,AYR,15.671,0.08515639607874562,1519.4149,1.0996
1/10/2014,AZO,11.013,0.05878844874647337,16517.4995,0.6983
1/10/2014,AZPN,11.745999999999999,0.21593355890495244,3874.4801,0.938
1/10/2014,AZZ,78.725,0.3224678582186401,1030.2136,0.9987
1/10/2014,BABY,41.32,0.827777777777778,756.4451,1.1488
1/10/2014,BAH,20.283,-0.006147431084414851,2786.9607,0.8842
1/10/2014,BBBY,73.067,0.024285243388575885,14892.1316,0.9540000000000001
1/10/2014,BBY,24.901,0.4060952838448248,13082.5496,1.1526
1/10/2014,BCEI,47.277,0.12619690645715692,1785.5702,1.9992
1/10/2014,BCRX,44.808,1.6219512195121952,595.6412,2.2569999999999997
1/10/2014,BEAM,12.802999999999999,0.039767428934903364,10920.7422,0.8294
1/10/2014,BECN,19.49,-0.11623484668409795,1998.1086,1.1969
1/10/2014,BEL,17.38,0.15168100078186095,1524.1817,1.3274
1/10/2014,BEN,15.068,0.1417417378153751,36462.3313,1.4456
1/10/2014,BGC,31.351,-0.09182776019170993,1455.4555,1.5337
1/10/2014,BGFV,39.94,-0.224428913960707,412.4003,1.2713
1/10/2014,BGG,19.652,-0.06251984296966738,1011.5089,1.2329999999999999
1/10/2014,BHI,22.633000000000003,0.19849108787837688,23517.5561,1.2181
1/10/2014,BID,18.773,0.24744047716138998,3591.4278,1.5406
1/10/2014,BIG,25.098000000000003,0.06265631437540986,1804.0045,1.1
1/10/2014,BIIB,36.61,0.26360430358978215,70700.894,1.107
1/10/2014,BJRI,11.107000000000001,-0.20172367357931595,863.4829,0.9242
1/10/2014,BKD,27.91,-0.01950235373234695,3407.9078,1.5219
1/10/2014,BKE,21.5,-0.04508032060143406,2458.1186,1.1067
1/10/2014,BKU,6.393,0.13682643780633857,3244.7997,0.8216
1/10/2014,BLL,8.589,0.11260495379636636,7510.8176,0.9185
1/10/2014,BLOX,47.718,0.05196954650777889,2022.9579,0.8473
1/10/2014,BMRN,26.412,0.08802718986559545,9929.288,0.769
1/10/2014,BMS,8.923,-0.04366526662767828,4167.0348,0.8487
1/10/2014,BOBE,20.721999999999998,0.08931423544383803,1301.8643,1.0317
1/10/2014,BOFI,34.896,0.5948628137769992,1091.6219,0.6666
1/10/2014,BONT,43.941,-0.10492124516768024,317.3028,1.9651
1/10/2014,BPOP,15.82,-0.13420388319257012,2970.2623,1.6321
1/10/2014,BR,12.355,0.3534783551677823,4580.2062,0.9746
1/10/2014,BRE,12.82,-0.011755713456085724,4398.9526,0.8614
1/10/2014,BWEN,94.927,0.32530120481927693,157.2582,1.6098
1/10/2014,BWLD,32.253,0.5014991005396763,2714.6466,0.8708
1/10/2014,BWXT,10.146,0.056248119735258735,3805.9038,1.0222
1/10/2014,BYD,29.065,-0.02718776550552254,1325.0582,1.618
1/10/2014,BZH,31.773000000000003,0.12669193286410396,586.2926,2.1223
1/10/2014,CA,14.147,0.13088505044328952,15352.3576,1.0815
1/10/2014,CAA,15.485999999999999,-0.061926081751562154,2455.0799,1.8413
1/10/2014,CAB,20.206,-0.07742129838831151,4823.2329,1.5153
1/10/2014,CADX,42.655,0.2288828337874659,885.8373,1.6171
1/10/2014,CAKE,10.495,0.13310055730083536,2482.7237,0.9931
1/10/2014,CALD,39.196999999999996,0.6106194690265486,560.4497,1.6081
1/10/2014,CALL,56.013000000000005,-0.22656776803776127,233.3894,1.3513
1/10/2014,CAVM,34.957,-0.03208556149732609,1711.9163,1.36
1/10/2014,CB,11.919,0.09070370200467918,33570.7873,1.0087
1/10/2014,CBOE,16.33,0.0819699389590216,4346.7921,0.8816
1/10/2014,CBSH,22.665,0.029978796646676954,4338.5839,0.9189
1/10/2014,CCC,18.477999999999998,0.15828191333940628,1127.5884,1.2514
1/10/2014,CCE,13.703,0.13968589183415867,11528.1278,1.1519
1/10/2014,CCL,22.08,-0.0003155332511945307,32142.8981,1.0528
1/10/2014,CCOI,21.491,0.331444204839341,1955.4499,0.8611
1/10/2014,CDNS,9.414,-0.15979708306911855,4169.402,1.2246
1/10/2014,CDW,12.644,0.07221631775377536,4278.3004,0.5316
1/10/2014,CE,18.06,0.18421087966485541,8537.9552,1.2214
1/10/2014,CERN,19.101,0.15424784093191404,18941.2473,0.8868
1/10/2014,CFR,16.34,0.010441721040950674,4531.2903,0.8801
1/10/2014,CGNX,11.36,0.28010937776641154,3233.7457,1.2972
1/10/2014,CHD,9.386000000000001,0.030997906582929984,9133.4279,0.6315
1/10/2014,CHK,15.140999999999998,0.19401403021893301,17099.6749,1.3807
1/10/2014,CHRW,16.847,-0.026246008983170057,8749.3427,0.7374
1/10/2014,CHS,22.497,0.1209512253060857,2896.3812,1.0235
1/10/2014,CHSP,16.467,0.027363095268454162,1248.8763,1.1063
1/10/2014,CHTR,22.357,0.05292310294283453,14205.8045,0.922
1/10/2014,CIE,23.316,-0.23634489866025418,6617.6337,1.4973
1/10/2014,CIEN,33.183,-0.025663522702347043,2380.104,1.6252
1/10/2014,CIM,22.515,0.006418268418741387,3113.4086,0.9239
1/10/2014,CINF,11.3,0.06734638018338589,8379.9413,0.9598
1/10/2014,CJESQ,24.951999999999998,0.1844077961019489,1173.1704,1.2041
1/10/2014,CL,16.621,0.12372272346263692,60400.7464,0.7432
1/10/2014,CLD,29.819000000000003,-0.027058823529411816,1027.9553,0.8763
1/10/2014,CLDX,63.294,0.31688804554079714,2168.7976,1.5559
1/10/2014,CLF,35.086999999999996,0.42385496973605596,3495.8232,1.3527
1/10/2014,CLNE,20.653000000000002,-0.039230769230769215,1100.8955,1.663
1/10/2014,CLNY,11.511,-0.0174167970658634,1600.2284,0.8782
1/10/2014,CLR,33.941,0.11884691435112917,19868.3439,1.5975
1/10/2014,CLVS,63.187,-0.23286677694363161,2507.4373,2.2492
1/10/2014,CLX,13.645,0.08280894448470069,11521.1034,0.6591
1/10/2014,CMA,11.71,0.07960956524808038,8743.131,1.2401
1/10/2014,CME,13.195,0.10309428821640544,25651.3487,0.9079
1/10/2014,CMG,16.477999999999998,0.28092525124092227,16665.7259,0.6906
1/10/2014,CMP,25.869,-0.19581068176285923,2726.0238,0.8063
1/10/2014,CMS,17.797,-0.051042292526291146,7240.8321,0.7188
1/10/2014,CMTL,12.367,0.1788779106519687,517.7911,0.9179999999999999
1/10/2014,CNO,15.887,0.2067662986566139,4016.3728,1.4029
1/10/2014,CNP,15.447000000000001,-0.03276262541605808,10021.6071,0.7919
1/10/2014,CNSL,7.35,0.10067051924269096,817.8739,0.9407
1/10/2014,CNW,39.955999999999996,0.019258464761214282,2430.9486,1.0894
1/10/2014,CODE,14.09,-0.0040192926045015225,813.4556,1.2754
1/10/2014,CONN,24.273000000000003,0.05990864371047078,2539.4367,0.4967
1/10/2014,COO,14.677999999999999,0.038877478258603444,6054.7922,0.8422
1/10/2014,CORE,18.316,0.12918675323532547,899.1712,0.7079
1/10/2014,COST,25.233,0.06780325477503771,51821.2863,0.9434
